OBJECTID,Shape,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DIAGRAMLINK,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTLINK,REPORTNO,ROADCOND,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,WIDTH,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
1444,"""(47.73231424100004, -122.34976845499995)""",111242,111242,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\35183907.bmp,489,,,0,,02/01/2010 08:00:00 AM +0000,2/1/2010 23:04,1,,Mid-Block (not related to intersection),Dark - Street Lights On,N 143RD ST BETWEEN EVANSTON AVE N AND LINDEN AVE N,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3376154.pdf,3376154,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10032016,15238,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,0,N,2010-37045
1474,"""(47.66138638400008, -122.33683478699999)""",110967,110967,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76187700.bmp,132.5,,,0,,03/22/2010 07:00:00 AM +0000,3/22/2010 21:00,1,,Mid-Block (not related to intersection),Dark - Street Lights On,N 45TH ST BETWEEN DENSMORE E AVE N AND WALLINGFORD AVE N,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3328123.pdf,3328123,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10081008,15547,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,6483,0,N,10-94661
1529,"""(47.60576386300005, -122.33721651799999)""",112325,112325,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44554900.bmp,153,,,0,,05/20/2010 07:00:00 AM +0000,5/20/2010 16:41,1,,Mid-Block (but intersection related),Daylight,1ST AVE BETWEEN SPRING ST AND SENECA ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3346257.pdf,3346257,Dry,55,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,10140021,1005,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,36752,0,N,2010-166087
1532,"""(47.59918906300004, -122.31722284699998)""",112055,112055,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55511800.bmp,0,,,0,,05/27/2010 07:00:00 AM +0000,5/27/2010 21:48,1,30427,At Intersection (intersection related),Dark - Street Lights On,12TH AVE S AND S JACKSON ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3331964.pdf,3331964,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10147027,1654,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,34790,0,N,10-176408
1534,"""(47.59833759300005, -122.317227979)""",111778,111778,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\75183571.bmp,0, ,,0,,02/08/2010 08:00:00 AM +0000,2/8/2010 15:46,1,30430,At Intersection (intersection related),Daylight,12TH AVE S AND S KING ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3329355.pdf,3329355,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10039005,1655,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,521161,N,10-44877
1647,"""(47.59920482900003, -122.33418803199999)""",112334,112334,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77511100.bmp,0, ,,0,,10/22/2010 07:00:00 AM +0000,10/22/2010 7:53,1,30365,At Intersection (intersection related),Daylight,1ST AVE S AND S JACKSON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3560301.pdf,3560301,Wet,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10295033,1188,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,521022,N,10-369208
1671,"""(47.70492007900003, -122.31779966899995)""",112468,112468,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34185500.bmp,0,,,0,,11/20/2010 08:00:00 AM +0000,11/20/2010 7:51,0,36527,At Intersection (intersection related),Daylight,ROOSEVELT WAY NE AND NE 105TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3376902.pdf,3376902,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10324007,12651,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Overcast,0,7818,0,N,10-404429
1682,"""(47.61543076000004, -122.31015223499998)""",111919,111919,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\21512200.bmp,57.5,,,0,,11/19/2010 08:00:00 AM +0000,11/19/2010 17:30,1,,Mid-Block (but intersection related),Dark - Street Lights On,17TH AVE BETWEEN E PINE ST AND E MADISON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3387181.pdf,3387181,Wet,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10323034,2365,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Unknown,0,0,0,N,10-404066
1709,"""(47.67655440100003, -122.31737321599996)""",111118,111118,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55513300.bmp,0,,,0,,09/20/2010 07:00:00 AM +0000,9/20/2010 15:56,1,24499,At Intersection (intersection related),Daylight,ROOSEVELT WAY NE AND NE 66TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3558932.pdf,3558932,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10263002,12616,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,9394,0,N,10-329704
1749,"""(47.620888395000065, -122.34238173099999)""",111798,111798,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11515400.bmp,0,,,0,,11/08/2010 08:00:00 AM +0000,11/8/2010 18:17,1,28788,At Intersection (intersection related),Dark - Street Lights On,DEXTER AVE N AND THOMAS ST,0,1,,1,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3373757.pdf,3373757,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10312015,10073,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy,0,12606,0,N,2010-390776
1758,"""(47.594281684000066, -122.31657709199999)""",111796,111796,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43188800.bmp,0,,,0,,11/05/2010 07:00:00 AM +0000,11/5/2010 17:56,1,30453,At Intersection (intersection related),Dark - Street Lights On,GOLF DR S AND S CHARLES ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3374162.pdf,3374162,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10309049,10668,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining,0,14097,0,N,2010-387285
1802,"""(47.67456673300006, -122.31736324099995)""",112205,112205,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,150,,,0,,08/13/2010 07:00:00 AM +0000,8/13/2010 13:25,1,,Mid-Block (not related to intersection),Daylight,ROOSEVELT WAY NE BETWEEN NE 63RD ST AND NE 64TH ST,0,1,Y,4,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2892785.pdf,2892785,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10225023,12613,0,2,Injury Collision,,45,Bicycle,Matched,N,2,Clear or Partly Cloudy,0,9207,0,N,2010 282057
1838,"""(47.707026788000064, -122.27928012199999)""",110859,110859,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55517700.bmp,0,,,0,,05/09/2010 07:00:00 AM +0000,5/9/2010 12:36,1,36788,At Intersection (intersection related),Daylight,SAND POINT WAY NE AND NE 107TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3376977.pdf,3376977,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10129003,12741,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,28194,0,N,10-151602
1849,"""(47.62094100500008, -122.35673850599994)""",110587,110587,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33690000.bmp,0,,,0,,04/10/2010 07:00:00 AM +0000,4/10/2010 17:51,1,28660,At Intersection (intersection related),Daylight,QUEEN ANNE AVE N AND THOMAS ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3328756.pdf,3328756,Dry,69,PEDALCYCLIST OVERTURNED IN ROAD,10100001,12296,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12319,0,N,10-116581
1863,"""(47.59918737100003, -122.32309939399994)""",111799,111799,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66690000.bmp,161,,,0,,11/09/2010 08:00:00 AM +0000,11/9/2010 17:39,1,,Mid-Block (not related to intersection),Dark - Street Lights On,S JACKSON ST BETWEEN 7TH AVE S AND 8TH AVE S,0,1,,1,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3346387.pdf,3346387,Wet,69,PEDALCYCLIST OVERTURNED IN ROAD,10313021,20491,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Raining,0,24453,0,N,10-391927
1929,"""(47.66293721900007, -122.36860020099999)""",112622,112622,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44518600.bmp,0,,,0,,10/14/2010 07:00:00 AM +0000,10/14/2010 11:35,1,25463,At Intersection (intersection related),Daylight,LEARY WAY NW AND NW BALLARD WAY,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3565412.pdf,3565412,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10287037,8565,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,17333,0,N,10 359621
1969,"""(47.663266177000025, -122.30088691599997)""",111002,111002,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53181371.bmp,0, ,,0,,01/22/2010 08:00:00 AM +0000,1/22/2010 13:00,1,25960,At Intersection (intersection related),Dusk,25TH AVE NE AND NE 47TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3333876.pdf,3333876,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10022003,3721,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,521603,N,2010-025098
1981,"""(47.60729905800008, -122.33708679799997)""",110865,110865,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\42184400.bmp,0,,,0,,10/05/2010 07:00:00 AM +0000,10/5/2010 9:22,1,29603,At Intersection (intersection related),Daylight,2ND AVE AND UNIVERSITY ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3326980.pdf,3326980,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10278025,2756,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,12162,0,N,2010-348045
2024,"""(47.64961353800004, -122.32209673599999)""",111403,111403,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\18181100.bmp,330,,,0,,10/07/2010 07:00:00 AM +0000,10/7/2010 17:04,1,,Mid-Block (not related to intersection),Dusk,HARVARD AVE E BETWEEN E ALLISON ST AND EASTLAKE AVE E,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3386765.pdf,3386765,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10280030,10862,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,6056,0,N,10-351 307
2057,"""(47.60046507200008, -122.33418322799997)""",110736,110736,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11690000.bmp,153,,,0,,02/26/2010 08:00:00 AM +0000,2/26/2010 16:40,1,,Mid-Block (but intersection related),Dusk,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3334885.pdf,3334885,Wet,69,PEDALCYCLIST OVERTURNED IN ROAD,10057005,1186,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining,0,36130,0,N,2010-65205
2099,"""(47.654209094000066, -122.31447179599996)""",112085,112085,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44511100.bmp,0, ,,0,,08/11/2010 07:00:00 AM +0000,8/11/2010 19:00,1,287158,At Intersection (but not related to intersection),Daylight,BROOKLYN AVE NE AND BURKE GILMAN TRL,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3559303.pdf,3559303,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10223034,287256,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,525567,N,10-279886
2195,"""(47.61873954100008, -122.32085448299995)""",110610,110610,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55511800.bmp,0, ,,0,,08/06/2010 07:00:00 AM +0000,8/6/2010 12:00,1,29068,At Intersection (intersection related),Daylight,BROADWAY AND E DENNY WAY,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3332199.pdf,3332199,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10218028,9451,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,523773,N,2010 272869
2202,"""(47.72048062700003, -122.34494681799998)""",110878,110878,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55515600.bmp,332,,,0,,02/16/2010 08:00:00 AM +0000,2/16/2010 13:44,0,,Driveway Junction,Daylight,AURORA AVE N BETWEEN N 125TH ST AND N 127TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2905242.pdf,2905242,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10047001,8992,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Raining,0,15043,0,N,2010-53508
2238,"""(47.61409443200006, -122.31814094999999)""",110882,110882,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33513400.bmp,0,,,0,,05/13/2010 07:00:00 AM +0000,5/13/2010 19:55,1,29747,At Intersection (intersection related),Dusk,11TH AVE AND E PIKE ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3329755.pdf,3329755,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10133003,1382,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,31243,0,N,2010-157087
2265,"""(47.61393023000005, -122.32780457599995)""",111829,111829,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44186600.bmp,0,,,0,,02/08/2010 08:00:00 AM +0000,2/8/2010 16:11,1,29877,At Intersection (intersection related),Daylight,MELROSE AVE AND PIKE ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3329411.pdf,3329411,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10039006,11744,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,31114,0,N,2010-44906
2361,"""(47.656987822000076, -122.37622256199995)""",111163,111163,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11231900.bmp,930.5,,,0,,06/05/2010 07:00:00 AM +0000,6/5/2010 17:38,1,,Mid-Block (not related to intersection),Daylight,BALLARD BR BETWEEN 15TH AVE W AND POINT A,0,1,,9,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3326341.pdf,3326341,Dry,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",10156033,9047,1,2b,Serious Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,10-188759
2399,"""(47.55980818000006, -122.32326997399997)""",111568,111568,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55513300.bmp,0,,,0,,10/12/2010 07:00:00 AM +0000,10/12/2010 14:40,1,33064,At Intersection (intersection related),Daylight,AIRPORT WAY S AND S EDMUNDS ST,0,1,,1,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3374377.pdf,3374377,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10285012,8688,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy,0,17569,0,N,10-357187
2433,"""(47.55095458100004, -122.29155569599999)""",112113,112113,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33517600.bmp,0,,,0,,08/25/2010 07:00:00 AM +0000,8/25/2010 18:13,1,33624,At Intersection (intersection related),Daylight,32ND AVE S AND S ORCAS ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3211324.pdf,3211324,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10237022,5033,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,37891,0,N,10-297563
2523,"""(47.64029575500007, -122.31153054299995)""",111571,111571,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\43188800.bmp,201,,,0,,10/15/2010 07:00:00 AM +0000,10/15/2010 8:04,1,,Mid-Block (but intersection related),Daylight,E MCGRAW ST BETWEEN 15TH AVE E AND 16TH AVE E,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3386708.pdf,3386708,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10288009,14463,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,6032,0,N,10-360693
2555,"""(47.66626671800003, -122.30060497999995)""",114307,114307,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\35187571.bmp,0, ,,0,,05/12/2010 07:00:00 AM +0000,5/12/2010 20:39,0,25949,At Intersection (intersection related),Daylight,25TH AVE NE AND NE BLAKELEY ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3377103.pdf,3377103,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10132005,3723,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Overcast,0,0,521604,N,2010-155882
2564,"""(47.61288923600006, -122.31673339099996)""",111979,111979,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\87185500.bmp,0,,,0,Y,09/29/2010 07:00:00 AM +0000,9/29/2010 15:32,1,29761,At Intersection (intersection related),Daylight,12TH AVE AND E MADISON ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3283340.pdf,3283340,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10272016,1536,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,10773,0,N,2010-340894
2565,"""(47.59578947800003, -122.29513435299998)""",114164,114164,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33516600.bmp,0, ,,0,,07/17/2010 07:00:00 AM +0000,7/17/2010 13:39,1,30647,At Intersection (intersection related),Daylight,29TH AVE S AND S DEARBORN E ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3346381.pdf,3346381,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10198026,19851,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,630890,N,10-248984
2610,"""(47.605872617000045, -122.33578172399996)""",114841,114841,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44514300.bmp,0,,,0,,09/15/2010 07:00:00 AM +0000,9/15/2010 7:24,1,29613,At Intersection (intersection related),Daylight,2ND AVE AND SPRING ST,0,1,,1,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3373640.pdf,3373640,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10258025,2754,0,2,Injury Collision,,45,Bicycle,Matched,N,0,Clear or Partly Cloudy,0,12144,0,N,10-323319
2663,"""(47.626280877000056, -122.33400849299994)""",113476,113476,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22514900.bmp,0,,,0,,10/30/2010 07:00:00 AM +0000,10/30/2010 15:04,1,29109,At Intersection (intersection related),Daylight,FAIRVIEW AVE N AND FAIRVIEW PL N,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3383543.pdf,3383543,Wet,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10303021,10354,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Raining,0,0,0,N,2010-379433
2834,"""(47.64958972900007, -122.34974744899995)""",114040,114040,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55511800.bmp,0,,,0,,09/01/2010 07:00:00 AM +0000,9/1/2010 5:58,1,27039,At Intersection (intersection related),Dark - Street Lights On,FREMONT AVE N AND N 34TH ST,0,1,Y,9,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3559382.pdf,3559382,Wet,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10244030,10485,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Overcast,0,8240,0,N,10 305540
2836,"""(47.68674506100007, -122.39763993699995)""",114456,114456,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33517700.bmp,165.5,,,0,,06/26/2010 07:00:00 AM +0000,6/26/2010 17:55,1,,Mid-Block (not related to intersection),Daylight,NW 80TH ST BETWEEN 31ST AVE NW AND 32ND AVE NW,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3333984.pdf,3333984,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,10177034,18916,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,0,0,N,10-217415
2854,"""(47.66053087600005, -122.31314903299995)""",114725,114725,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11181800.bmp,269,,,0,Y,04/27/2010 07:00:00 AM +0000,4/27/2010 18:00,1,,Mid-Block (not related to intersection),Daylight,UNIVERSITY WAY NE BETWEEN NE 43RD ST AND NE 45TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2893707.pdf,2893707,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10117004,13221,0,2,Injury Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,5652,0,N,10-137190
2861,"""(47.60083884200003, -122.30896284799996)""",112685,112685,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\17181770.bmp,0,,,0,,01/12/2010 08:00:00 AM +0000,1/12/2010 13:45,0,30737,At Intersection (intersection related),Daylight,18TH AVE S AND S WASHINGTON ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3199574.pdf,3199574,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",10012007,2590,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Raining,0,0,0,N,10-13258
2929,"""(47.63840322500005, -122.32007129499999)""",113913,113913,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11231100.bmp,0,,,0,,08/25/2010 07:00:00 AM +0000,8/25/2010 9:00,0,28242,At Intersection (intersection related),Daylight,10TH AVE E AND E BOSTON ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\3559380.pdf,3559380,Dry,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",10237024,1299,0,1,Property Damage Only Collision,,45,Bicycle,Matched,N,1,Clear or Partly Cloudy,0,6106,0,N,10-297032
